,type
9993,['nocturnal flight call']
9994,['nocturnal flight call']
9995,['nocturnal flight call']
9996,['nocturnal flight call']
9997,['flight call']
9998,['flight call']
9999,['flight call']
10000,['flight call']
10001,['adult']
10002,['flight call']
10003,['nocturnal flight call']
10004,['flight call']
10005,['nocturnal flight call']
10006,['nocturnal flight call']
10007,['nocturnal flight call']
10008,['nocturnal flight call']
10009,['nocturnal flight call']
10010,"['call', 'flight call']"
10011,['flight call']
10012,['nocturnal flight call']
10013,['nocturnal flight call']
10014,['']
10015,['']
10016,['']
10017,['']
10018,['']
10019,['']
10020,['']
10021,['']
10022,['']
10023,['']
10024,['']
10025,['']
10026,['']
10027,['']
10028,['']
10029,['']
10030,['']
10031,['']
10032,['']
10033,['']
10034,['']
10035,['']
10036,['']
10037,['']
10038,['']
10039,['']
10040,['']
10041,['']
10042,['']
10043,['']
10044,['']
10045,['']
10046,['']
10047,['']
10048,['']
10049,['']
10050,['']
10051,['']
10052,['']
10053,['']
10054,['']
10055,['']
10056,['']
10057,['']
10058,['']
10059,['']
10060,['']
10061,['']
10062,['']
10063,['']
10064,['']
10065,['']
10066,['']
10067,['']
10068,['flight call']
10069,['song']
10070,['call']
10071,['flight call']
10072,"['begging call', 'call', 'juvenile']"
10073,"['begging call', 'call', 'juvenile']"
10074,['call']
10075,['flight call']
10076,['call']
10077,['song']
10078,['flight call']
10079,['flight call']
10080,['flight call']
10081,['flight call']
10082,['Calls from a flock']
10083,['flight call']
10084,['flight call']
10085,['flight call']
10086,['flight call']
10087,"['call', 'song']"
10088,['call']
10089,['call']
10090,['call']
10091,['call']
10092,['flight call']
10093,"['call', 'song']"
10094,['flight call']
10095,['call']
10096,['call']
10097,['flight call']
10098,['flight call']
10099,['call']
10100,['call']
10101,['call']
10102,['call']
10103,['call']
10104,['call']
10105,['call']
10106,['call']
10107,['call']
10108,['call']
10109,['call']
10110,['call']
10111,['call']
10112,['call']
10113,['call']
10114,['call']
10115,['call']
10116,['call']
10117,['call']
10118,['call']
10119,['flight call']
10120,['call']
10121,['flight call']
10122,"['call', 'flight call']"
10123,['call']
10124,['song']
10125,['song']
10126,['song']
10127,['flight call']
10128,['flight call']
10129,['call']
10130,['adult']
10131,"['adult', 'begging call', 'flight call', 'juvenile']"
10132,"['adult', 'begging call', 'flight call', 'juvenile']"
10133,"['adult', 'flight call', 'sex uncertain', 'song']"
10134,['call']
10135,['']
10136,['']
10137,['']
10138,['']
10139,['']
10140,"['call', 'male']"
10141,['call']
10142,"['call', 'male']"
10143,"['male', 'song']"
10144,['call']
10145,['song']
10146,['song']
10147,"['male', 'song']"
10148,"['call', 'song']"
10149,['call']
10150,['call']
10151,"['call', 'male']"
10152,['song']
10153,"['call', 'song']"
10154,"['adult', 'begging call', 'call', 'female', 'juvenile', 'male']"
10155,"['male', 'song']"
10156,"['call', 'male']"
10157,"['call', 'song']"
10158,['flight call']
10159,['flight call']
10160,['call']
10161,['call']
10162,['flight call']
10163,['call']
10164,"['call', 'female', 'male']"
10165,"['call', 'female', 'male']"
10166,['call']
10167,['call']
10168,['call']
10169,['call']
10170,['']
10171,['']
10172,['']
10173,['call']
10174,['call']
10175,['call']
10176,['call']
10177,['song']
10178,['song']
10179,['song']
10180,['song']
10181,['song']
10182,['song']
10183,['call']
10184,['call']
10185,"['call', 'song']"
10186,"['call', 'song']"
10187,"['call', 'song']"
10188,"['male', 'song']"
10189,"['female', 'male', 'song']"
10190,"['Duet', 'song']"
10191,['song']
10192,"['adult', 'call']"
10193,['uncertain']
10194,['']
10195,['']
10196,['flight call']
10197,['song']
10198,['song']
10199,"['call', 'flight call']"
10200,['flight call']
10201,"['call', 'flight call']"
10202,"['call', 'flight call']"
10203,"['call', 'flight call']"
10204,['flight call']
10205,['flight call']
10206,['flight call']
10207,"['call', 'flight call']"
10208,"['adult', 'call', 'sex uncertain']"
10209,"['adult', 'bill snaps', 'call', 'sex uncertain']"
10210,"['adult', 'bill snaps', 'call', 'sex uncertain']"
10211,"['adult', 'call', 'sex uncertain']"
10212,['song']
10213,['song']
10214,['song']
10215,['song']
10216,['alarm call']
10217,['']
10218,['call']
10219,['call']
10220,['call']
10221,"['call', 'flight call']"
10222,"['flight call', 'song']"
10223,['call']
10224,['call']
10225,"['call', 'song']"
10226,['call']
10227,['call']
10228,['call']
10229,['song']
10230,['call']
10231,"['adult', 'male', 'song']"
10232,"['adult', 'male', 'song']"
10233,['call']
10234,['begging call']
10235,['Drinking water and walking through water in the end']
10236,['Wing flaps']
10237,['Wingflap and strange sound']
10238,['call']
10239,['song']
10240,['song']
10241,['call']
10242,['male']
10243,['call']
10244,['song']
10245,['song']
10246,"['call', 'flight call', 'song']"
10247,"['male', 'song']"
10248,['song']
10249,['call']
10250,['call']
10251,['song']
10252,['call']
10253,"['flight call', 'male']"
10254,['song']
10255,['song']
10256,['song']
10257,['song']
10258,['song']
10259,['song']
10260,['alarm call']
10261,"['call', 'juvenile']"
10262,['call']
10263,['call']
10264,"['adult', 'call', 'male']"
10265,"['adult', 'male', 'song']"
10266,"['adult', 'male', 'song']"
10267,"['adult', 'call', 'male', 'song']"
10268,['call']
10269,"['adult', 'call', 'feeding call', 'female']"
10270,"['adult', 'call', 'feeding call', 'female']"
10271,"['call', 'male']"
10272,"['call', 'male']"
10273,"['adult', 'call', 'feeding call', 'male']"
10274,"['adult', 'call', 'feeding call', 'male', 'song']"
10275,"['adult', 'call', 'male']"
10276,['']
10277,['']
10278,['']
10279,['song']
10280,"['call', 'song']"
10281,['call']
10282,['song']
10283,"['adult', 'call', 'sex uncertain', 'song']"
10284,"['adult', 'call', 'sex uncertain']"
10285,"['adult', 'call', 'sex uncertain']"
10286,['']
10287,"['call', 'song']"
10288,['call']
10289,['call']
10290,['call']
10291,['call']
10292,['call']
10293,['call']
10294,"['call', 'juvenile']"
10295,"['call', 'juvenile']"
10296,['call']
10297,['song']
10298,['call']
10299,['call']
10300,['call']
10301,"['call', 'flight call']"
10302,['call']
10303,['call']
10304,['call']
10305,['call']
10306,['flight call']
10307,['call']
10308,['song']
10309,['call']
10310,['call']
10311,['call']
10312,['flight call']
10313,['flight call']
10314,['call']
10315,['call']
10316,"['adult', 'call', 'sex uncertain']"
10317,['']
10318,['']
10319,['call']
10320,['song']
10321,['song']
10322,['song']
10323,['song']
10324,"['call', 'female', 'male', 'song']"
10325,"['call', 'song']"
10326,['flight call']
10327,['song']
10328,['song']
10329,['call']
10330,"['male', 'song']"
10331,['call']
10332,['alarm call']
10333,['song']
10334,['song']
10335,"['male', 'song']"
10336,"['male', 'song']"
10337,"['male', 'song']"
10338,"['male', 'song']"
10339,['song']
10340,['call']
10341,"['alarm call', 'male', 'song']"
10342,['song']
10343,['call']
10344,"['adult', 'imitations', 'male', 'song']"
10345,"['adult', 'male', 'mimicry/imitation', 'song']"
10346,['song']
10347,['uncertain']
10348,"['male', 'song']"
10349,['alarm call']
10350,"['male', 'song']"
10351,"['adult', 'male', 'mimicry/imitation', 'song']"
10352,"['adult', 'call', 'male']"
10353,['']
10354,['']
10355,['flight call']
10356,['song']
10357,['song']
10358,['call']
10359,"['call', 'song']"
10360,"['call', 'song']"
10361,['song']
10362,['song']
10363,"['flight call', 'song']"
10364,['song']
10365,"['duet', 'song']"
10366,['call']
10367,['song']
10368,['song']
10369,['song']
10370,['call']
10371,['song']
10372,['song']
10373,"['adult', 'sex uncertain', 'song']"
10374,"['adult', 'sex uncertain', 'song']"
10375,"['adult', 'male', 'song']"
10376,"['begging call', 'juvenile']"
10377,"['call', 'flight call']"
10378,['call']
10379,"['adult', 'sex uncertain', 'song']"
10380,"['adult', 'sex uncertain', 'song']"
10381,['song']
10382,['']
10383,['']
10384,['']
10385,"['call', 'male', 'song']"
10386,['call']
10387,['song']
10388,['song']
10389,"['call', 'male', 'song']"
10390,"['call', 'male', 'song']"
10391,"['call', 'song']"
10392,"['call', 'female', 'male', 'song']"
10393,"['call', 'song']"
10394,"['call', 'male', 'song']"
10395,"['call', 'song']"
10396,['call']
10397,"['call', 'male']"
10398,"['male', 'song']"
10399,['song']
10400,['call']
10401,"['call', 'song']"
10402,['song']
10403,['call']
10404,"['call', 'song']"
10405,['call']
10406,"['call', 'song']"
10407,"['call', 'male']"
10408,['']
10409,"['call', 'song']"
10410,['song']
10411,['call']
10412,['call']
10413,"['call', 'song']"
10414,['song']
10415,['call']
10416,"['call', 'song']"
10417,['song']
10418,['song']
10419,"['call', 'song']"
10420,['song']
10421,['song']
10422,['song']
10423,"['adult', 'call']"
10424,['']
10425,"['call', 'song']"
10426,['song']
10427,"['call', 'song']"
10428,['call']
10429,['call']
10430,['call']
10431,['call']
10432,['song']
10433,"['call', 'song']"
10434,['alarm call']
10435,"['adult', 'call', 'sex uncertain']"
10436,['song']
10437,"['call', 'song']"
10438,['song']
10439,"['adult', 'sex uncertain', 'song']"
10440,"['adult', 'call', 'sex uncertain']"
10441,['']
10442,['']
10443,['']
10444,['']
10445,['song']
10446,['song']
10447,['song']
10448,['song']
10449,['call']
10450,['song']
10451,"['alarm call', 'call']"
10452,['song']
10453,['call']
10454,['begging call']
10455,"['call', 'song']"
10456,['song']
10457,['song']
10458,['song']
10459,['song']
10460,['song']
10461,"['call', 'song']"
10462,"['adult', 'song']"
10463,"['adult', 'call', 'sex uncertain', 'song']"
10464,['']
10465,['']
10466,"['call', 'song']"
10467,"['begging call', 'juvenile']"
10468,"['call', 'juvenile']"
10469,['call']
10470,['song']
10471,['song']
10472,['call']
10473,['song']
10474,['song']
10475,['song']
10476,['song']
10477,['song']
10478,"['aggressive call', 'call']"
10479,"['aggressive call', 'call']"
10480,"['adult', 'call', 'sex uncertain']"
10481,"['adult', 'male']"
10482,"['life stage uncertain', 'sex uncertain', 'song']"
10483,"['life stage uncertain', 'sex uncertain', 'song']"
10484,"['adult', 'call']"
10485,"['begging call', 'juvenile', 'sex uncertain']"
10486,['call']
10487,"['call', 'flight call', 'song']"
10488,"['call', 'song']"
10489,['call']
10490,['call']
10491,['call']
10492,['alarm call']
10493,"['call', 'song']"
10494,['call']
10495,['call']
10496,['call']
10497,['call']
10498,['call']
10499,['call']
10500,['call']
10501,['']
10502,['']
10503,['']
10504,['']
10505,['']
10506,"['alarm call', 'call']"
10507,"['alarm call', 'call', 'female', 'male']"
10508,"['flight call', 'male']"
10509,['flight call']
10510,['calls']
10511,['call']
10512,['song']
10513,['call']
10514,['call']
10515,['song']
10516,['song']
10517,"['call', 'duet']"
10518,['song']
10519,['call']
10520,['call']
10521,['call']
10522,"['adult', 'drumming', 'male']"
10523,"['adult', 'call', 'sex uncertain']"
10524,['']
10525,['']
10526,['']
10527,['']
10528,['song']
10529,['call']
10530,['song']
10531,['song']
10532,['song']
10533,['']
10534,['']
10535,"['begging call', 'call']"
10536,['song']
10537,['song']
10538,['call']
10539,"['begging call', 'juvenile']"
10540,['call']
10541,"['adult', 'song']"
10542,"['adult', 'alarm call']"
10543,"['adult', 'song']"
10544,"['adult', 'call', 'sex uncertain']"
10545,['call']
10546,['call']
10547,['']
10548,['']
10549,"['call', 'song']"
10550,['call']
10551,['song']
10552,"['call', 'song']"
10553,['call']
10554,['call']
10555,['call']
10556,['call']
10557,['call']
10558,['call']
10559,['song']
10560,['call']
10561,['call']
10562,['call']
10563,['call']
10564,['call']
10565,['call']
10566,['call']
10567,['call']
10568,['song']
10569,"['call', 'song']"
10570,['call']
10571,['call']
10572,['call']
10573,"['call', 'song']"
10574,['call']
10575,['call']
10576,['call']
10577,['call']
10578,['call']
10579,['call']
10580,['call']
10581,['call']
10582,['flight call']
10583,['call']
10584,['flight call']
10585,['call']
10586,['call']
10587,['flight call']
10588,['flight call']
10589,['call']
10590,['call']
10591,['alarm call']
10592,"['call', 'unusual clicking call']"
10593,['call']
10594,['call']
10595,['call']
10596,"['call', 'song']"
10597,['call']
10598,['call']
10599,['call']
10600,['call']
10601,"['call', 'flight call']"
10602,['call']
10603,['call']
10604,['call']
10605,['call']
10606,['call']
10607,['flight call']
10608,['call']
10609,['call']
10610,['flight call']
10611,"['song', 'subsong?']"
10612,['call']
10613,['call']
10614,['call']
10615,"['adult', 'flight call']"
10616,['call']
10617,"['alarm call', 'call']"
10618,"['adult', 'call']"
10619,['call']
10620,['call']
10621,"['adult', 'flight call', 'sex uncertain']"
10622,"['adult', 'male', 'song']"
10623,"['call', 'flight call']"
10624,"['adult', 'call', 'sex uncertain']"
10625,['call']
10626,"['call', 'scold']"
10627,"['life stage uncertain', 'sex uncertain', 'song']"
10628,"['adult', 'flight call']"
10629,"['adult', 'call']"
10630,"['adult', 'call']"
10631,"['adult', 'call']"
10632,"['adult', 'call']"
10633,['call']
10634,['call']
10635,"['call', 'flight call']"
10636,['call']
10637,['call']
10638,['call']
10639,"['adult', 'call', 'sex uncertain']"
10640,['']
10641,['']
10642,['']
10643,['']
10644,['call']
10645,['call']
10646,['call']
10647,['call']
10648,['alarm call']
10649,['call']
10650,['call']
10651,['call']
10652,"['call', 'song']"
10653,"['call', 'song']"
10654,"['call', 'song']"
10655,['call']
10656,"['at 1 and 10 sec.', 'flight call']"
10657,['call']
10658,"['call', 'flight call']"
10659,['call']
10660,['call']
10661,['call']
10662,['call']
10663,['call']
10664,['call']
10665,['call']
10666,['flight call']
10667,['flight call']
10668,"['alarm call', 'flight call']"
10669,['call']
10670,['call']
10671,['call']
10672,['call']
10673,['call']
10674,"['alarm call', 'flight call']"
10675,"['alarm call', 'call', 'flight call']"
10676,"['call', 'song']"
10677,['call']
10678,['song']
10679,"['call', 'song']"
10680,"['call', 'female']"
10681,['flight call']
10682,['call']
10683,['female']
10684,"['adult', 'sex uncertain', 'song']"
10685,['flight call']
10686,['call']
10687,['call']
10688,['call']
10689,['call']
10690,['call']
10691,['call']
10692,['call']
10693,['call']
10694,['call']
10695,['call']
10696,['call']
10697,['call']
10698,['call']
10699,['call']
10700,['call']
10701,['call']
10702,['call']
10703,['call']
10704,['call']
10705,['call']
10706,['call']
10707,['call']
10708,['call']
10709,['call']
10710,['call']
10711,['call']
10712,['call']
10713,['call']
10714,['call']
10715,['call']
10716,['call']
10717,['call']
10718,['call']
10719,['call']
10720,"['adult', 'call', 'female', 'male']"
10721,"['adult', 'call', 'sex uncertain']"
10722,"['adult', 'call', 'flight call', 'sex uncertain']"
10723,['call']
10724,"['adult', 'call', 'flight call', 'sex uncertain']"
10725,"['adult', 'alarm call', 'boat noise', 'call']"
10726,['flight call']
10727,['flight call']
10728,['call']
10729,['call']
10730,['call']
10731,['call']
10732,['call']
10733,['call']
10734,['call']
10735,['call']
10736,['call']
10737,['flight call']
10738,"['call', 'fighting']"
10739,['call']
10740,['flight call']
10741,['flight call']
10742,['flight call']
10743,['flight call']
10744,['flight call']
10745,['call']
10746,['flight call']
10747,['flight call']
10748,['call']
10749,['call']
10750,"['call', 'flight call']"
10751,"['call', 'flight call']"
10752,['flight call']
10753,['dawn song']
10754,"['adult', 'call', 'female']"
10755,"['adult', 'call', 'sex uncertain', 'song']"
10756,"['adult', 'call', 'sex uncertain', 'song']"
10757,"['call', 'flight call']"
10758,"['adult', 'call', 'sex uncertain']"
10759,['']
10760,['']
10761,['']
10762,['']
10763,['flight call']
10764,['']
10765,['song']
10766,['song']
10767,"['call', 'flight call', 'male']"
10768,['begging call']
10769,['song']
10770,['song']
10771,"['call', 'male', 'song']"
10772,"['call', 'display call', 'female', 'male']"
10773,"['female', 'male', 'song']"
10774,['song']
10775,"['flight call', 'male']"
10776,['call']
10777,['song']
10778,"['male', 'song']"
10779,"['male', 'song']"
10780,['call']
10781,['call']
10782,"['male', 'song']"
10783,['call']
10784,"['male', 'song']"
10785,['call']
10786,['call']
10787,"['call,alarm call,male']"
10788,"['call', 'song']"
10789,"['call', 'male']"
10790,['song']
10791,"['display call', 'song']"
10792,['song']
10793,"['adult', 'call', 'sex uncertain']"
10794,"['adult', 'call', 'male']"
10795,"['adult', 'male', 'song']"
10796,"['adult', 'call', 'male']"
10797,"['adult', 'call', 'male']"
10798,"['adult', 'flight call', 'male', 'song']"
10799,"['adult', 'flight call', 'male']"
10800,['sex uncertain']
10801,['uncertain']
10802,"['life stage uncertain', 'sex uncertain']"
10803,"['life stage uncertain', 'sex uncertain']"
10804,"['life stage uncertain', 'sex uncertain', 'song']"
10805,"['life stage uncertain', 'sex uncertain', 'song']"
10806,"['life stage uncertain', 'sex uncertain', 'song']"
10807,"['adult', 'flight call', 'male']"
10808,"['adult', 'call', 'display call', 'male']"
10809,"['adult', 'call', 'display call', 'male', 'song']"
10810,['call']
10811,['']
10812,['']
10813,['']
10814,['']
10815,['']
10816,['']
10817,['flight call']
10818,['call']
10819,['song']
10820,"['call', 'flight call']"
10821,['call']
10822,"['call', 'feeding call']"
10823,['call']
10824,"['call', 'life stage uncertain', 'sex uncertain']"
